"statelist_2015","statelist_2005","ListingStatus","tessCode","tessURL","scientificname","taxonomicauthorityid","commonname","taxonomicgroup","taxonomicrank","matchmethod","scientificnames_submitted"
"Maine,New Hampshire,New Jersey,New York,Ohio,Rhode Island,West Virginia","New Hampshire,Ohio",NA,NA,NA,"Coluber constrictor constrictor","https://services.itis.gov/?q=tsn:174170","Northern Black Racer","Reptiles","Subspecies","Exact Match","Coluber constrictor constrictor, Coluber constrictor constrictor "
"Maryland,Minnesota,West Virginia","Arizona,Connecticut",NA,NA,NA,"Mergus merganser","https://services.itis.gov/?q=tsn:175185","Common Merganser","Birds","Species","Exact Match","Mergus merganser"
"Connecticut,Delaware,Maine,Massachusetts,New Hampshire,New Jersey,West Virginia","Alaska,Connecticut,Delaware,New Jersey,Ohio,Rhode Island,Virgin Islands,West Virginia",NA,NA,NA,"Petrochelidon pyrrhonota","https://services.itis.gov/?q=tsn:178455","Cliff Swallow","Birds","Species","Exact Match","Hirundo pyrrhonota, Petrochelidon pyrrhonota"
"Alaska,Connecticut,Maryland,North Carolina,Tennessee,West Virginia","Connecticut,Maryland,Montana,North Carolina,Ohio,Tennessee,West Virginia",NA,NA,NA,"Empidonax alnorum","https://services.itis.gov/?q=tsn:178340","Alder Flycatcher","Birds","Species","Exact Match","Empidonax alnorum"
"Michigan,South Dakota","Iowa,South Dakota,Wisconsin","Under Review in the Candidate or Petition Process","G04E","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G04E","Catinella gelida","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","frigid ambersnail","Other","Undetermined","Historic Match","Catinella gelida"
"Louisiana,Missouri","Missouri",NA,NA,NA,"Castanea ozarkensis","https://services.itis.gov/?q=tsn:19456","Ozark chinkapin","Plants","Species","Followed Accepted TSN","Castanea pumila var. ozarkensis"
"West Virginia","West Virginia","Species of Concern","I0JG","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0JG","Pseudanophthalmus hadenoecus","https://services.itis.gov/?q=tsn:110125","Timber Ridge Cave beetle","Insects","Species","Exact Match","Pseudanophthalmus hadenoecus"
"Nevada","Nevada","Resolved Taxon","G0F1","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G0F1","Pyrgulopsis aloba","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","Duckwater pyrg","Other","Undetermined","Historic Match","Pyrgulopsis aloba"
"Iowa","Iowa,Louisiana","Resolved Taxon","I0WF","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0WF","Echinargus isola","https://services.itis.gov/?q=tsn:777919","Reakirt's Blue","Insects","Species","Exact Match","Hemiargus isola, Echinargus isola, Echinargus (Hemiargus) isola"
"Illinois,Michigan,New Jersey,Pennsylvania","Illinois,Michigan,New York",NA,NA,NA,"Papaipema cerina","https://services.itis.gov/?q=tsn:939768","Golden Borer Moth","Insects","Species","Exact Match","Papaipema cerina"
"Connecticut,West Virginia","",NA,NA,NA,"Lupinus perennis ssp. perennis","https://services.itis.gov/?q=tsn:26092","sundial lupine","Plants","Subspecies","Exact Match","Lupinus perennis perennis, Lupinus perennis ssp. perennis"
"West Virginia","",NA,NA,NA,"Vallonia pulchella","https://services.itis.gov/?q=tsn:76871","lovely vallonia","Mollusks","Species","Exact Match","Vallonia pulchella"
"Georgia,Louisiana","Georgia","Resolved Taxon","Q2X4","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2X4","Amsonia ludoviciana","https://services.itis.gov/?q=tsn:30142","Louisiana blue-star","Plants","Species","Exact Match","Amsonia ludoviciana"
"Louisiana","",NA,NA,NA,"Chrysopsis gossypina ssp. hyssopifolia","https://services.itis.gov/?q=tsn:523857","cottony goldenaster","Plants","Subspecies","Exact Match","Chrysopsis gossypina ssp. hyssopifolia"
"District of Columbia,Maryland,Pennsylvania,West Virginia","District of Columbia,Maryland,Pennsylvania,West Virginia","Resolved Taxon","K01B","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K01B","Stygobromus tenuis potomacus","https://services.itis.gov/?q=tsn:621691","Potomac groundwater amphipod","Crustaceans","Subspecies","Exact Match","Stygobromus tenuis potomacus"
"Arizona","",NA,NA,NA,"Cyzicus setosa","https://services.itis.gov/?q=tsn:684620","setose clam shrimp","Crustaceans","Species","Exact Match","Cyzicus setosa"
"Washington","Idaho,Wyoming",NA,NA,NA,"Anaxyrus woodhousii woodhousii","https://services.itis.gov/?q=tsn:776698","Rocky Mountain Toad","Amphibians","Subspecies","Followed Accepted TSN","Bufo woodhousii"
"North Carolina","Wisconsin","Species of Concern","I09Z","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I09Z","Serratella serrata","https://services.itis.gov/?q=tsn:185976","no common name","Insects","Species","Followed Accepted TSN","Serratella spiculosa, Serratella sordida"
"Minnesota","Minnesota",NA,NA,NA,"Phidippus pius","https://services.itis.gov/?q=tsn:886546","a species of jumping spider","Arachnids","Species","Exact Match","Phidippus pius"
"Tennessee","",NA,NA,NA,"Leptoscyphus cuneifolius","https://services.itis.gov/?q=tsn:14570","(a liverwort)","Plants","Species","Exact Match","Leptoscyphus cuneifolius"
"Connecticut,Massachusetts,West Virginia","","Species of Concern","Q2NY","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2NY","Carex polymorpha","https://services.itis.gov/?q=tsn:39765","variable sedge","Plants","Species","Exact Match","Carex polymorpha"
"Colorado","Colorado",NA,NA,NA,"Libellula nodisticta","https://services.itis.gov/?q=tsn:101914","Hoary Skimmer","Insects","Species","Exact Match","Libellula nodisticta"
"Maryland,Pennsylvania,West Virginia","Maryland,Pennsylvania,West Virginia","Species of Concern","K034","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K034","Caecidotea franzi","https://services.itis.gov/?q=tsn:92738","Franz's isopod","Crustaceans","Species","Exact Match","Caecidotea franzi"
"Louisiana,New Mexico","Louisiana,New Mexico",NA,NA,NA,"Percina macrolepida","https://services.itis.gov/?q=tsn:168487","bigscale logperch","Fish","Species","Exact Match","Percina macrolepida , Percina macrolepida"
"Florida","",NA,NA,NA,"Melanoplus tequestae","https://services.itis.gov/?q=tsn:658519","Tequesta Grasshopper","Insects","Species","Exact Match","Melanoplus tequestae"
"California","","Endangered","Q122","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q122","Lasthenia conjugens","https://services.itis.gov/?q=tsn:37837","Contra Costa goldfields","Plants","Species","Exact Match","Lasthenia conjugens"
"Florida,Georgia,South Carolina","Florida","Under Review in the Candidate or Petition Process","B0NI","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0NI","Ammodramus maritimus macgillivraii","https://services.itis.gov/?q=tsn:202313","Seaside Sparrow (McGillivray's)","Birds","Subspecies","Exact Match","Ammodramus maritimus macgillvraii, Ammodramus maritimus macgillivraii"
"Texas","",NA,NA,NA,"Batrisodes gravesi",NA,"A cave obligate beetle","Other","Undetermined","Not Matched","Batrisodes gravesi"
"Tennessee,Virginia","Tennessee,Virginia",NA,NA,NA,"Caecidotea incurva","https://services.itis.gov/?q=tsn:92743","Incurved Cave isopod","Crustaceans","Species","Exact Match","Caecidotea incurva"
"Hawaii","Hawaii",NA,NA,NA,"Pisonia umbellifera","https://services.itis.gov/?q=tsn:504422","umbrella catchbirdtree","Plants","Species","Exact Match","Pisonia umbellifera"
"Maine,Massachusetts,New Jersey,Pennsylvania","Massachusetts,Minnesota",NA,NA,NA,"Zonotrichia albicollis","https://services.itis.gov/?q=tsn:179462","White-throated Sparrow","Birds","Species","Exact Match","Zonotrichia albicollis"
"Maryland,Pennsylvania,West Virginia","Maryland,Pennsylvania,Virginia,West Virginia","Species of Concern","K03H","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K03H","Stygobromus biggersi","https://services.itis.gov/?q=tsn:621611","Biggers' cave amphipod","Crustaceans","Species","Exact Match","Stygobromus biggersi"
"California","California",NA,NA,NA,"Perognathus alticolus inexpectatus","https://services.itis.gov/?q=tsn:900886","Tehachapi Pocket Mouse","Mammals","Subspecies","Exact Match","Perognathus alticolus inexpectatus"
"Nebraska","Nebraska",NA,NA,NA,"Plantago rhodosperma","https://services.itis.gov/?q=tsn:32909","redseed plantain","Plants","Species","Fuzzy Match","Plantago rhodosperma, Plantsago rhodosperma"
"Oregon","Alaska,California,Oregon","Resolved Taxon","E0AI","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E0AI","Lampetra richardsoni","https://services.itis.gov/?q=tsn:159707","western brook lamprey",NA,"Species","Exact Match","Lampetra richardsoni"
"Iowa,Michigan,Ohio,Pennsylvania,West Virginia","Kansas,Michigan,Ohio,Pennsylvania,West Virginia",NA,NA,NA,"Obliquaria reflexa","https://services.itis.gov/?q=tsn:80164","three-horn wartyback","Mollusks","Species","Exact Match","Obliquaria reflexa , Obliquaria reflexa"
"Connecticut,Illinois,Maryland,New Jersey,Pennsylvania,Rhode Island,Virginia,Washington","Connecticut,Illinois,Maryland,Pennsylvania,Rhode Island,Virginia,West Virginia",NA,NA,NA,"Callophrys polios","https://services.itis.gov/?q=tsn:777850","Hoary Elfin","Insects","Species","Exact Match","Callophrys polios, Callophrys polios Puget Trough segregate "
"Tennessee","Missouri",NA,NA,NA,"Carex oxylepis","https://services.itis.gov/?q=tsn:39424","sharpscale sedge","Plants","Species","Followed Accepted TSN","Carex oxylepis, Carex oxylepis var. pubescens"
"Nevada","Nevada",NA,NA,NA,"Pyrgulopsis bifurcata","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","small gland Carico pyrg","Other","Undetermined","Historic Match","Pyrgulopsis bifurcata"
"California","California",NA,NA,NA,"Hesperia miriamae longaevicola","https://services.itis.gov/?q=tsn:707448","White Mountains skipper","Insects","Subspecies","Exact Match","Hesperia miriamae longaevicola"
"Alaska,Arkansas,California,Connecticut,Delaware,Florida,Hawaii,Iowa,Kentucky,Maine,Maryland,Massachusetts,New Hampshire,New Jersey,North Carolina,Rhode Island,South Carolina,Virginia","Alaska,Arkansas,Connecticut,Delaware,Florida,Hawaii,Kentucky,Maine,Maryland,Massachusetts,New Jersey,New York,North Carolina,Rhode Island,South Carolina,Texas,Virgin Islands",NA,NA,NA,"Calidris alba","https://services.itis.gov/?q=tsn:176669","Sanderling","Birds","Species","Exact Match","Calidris alba [M,W], Calidris alba"
"Hawaii","Hawaii","Endangered","Q1ZL","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1ZL","Nototrichium humile","https://services.itis.gov/?q=tsn:20827","kulu'i","Plants","Species","Exact Match","Nototrichium humile"
"South Carolina","",NA,NA,NA,"Betula alleghaniensis","https://services.itis.gov/?q=tsn:19481","yellow birch","Plants","Species","Exact Match","Betula alleghaniensis"
"Nebraska,West Virginia","",NA,NA,NA,"Gentiana alba","https://services.itis.gov/?q=tsn:29965","plain gentian","Plants","Species","Exact Match","Gentiana alba"
"Tennessee","Tennessee",NA,NA,NA,"Nelsonites walteri","https://services.itis.gov/?q=tsn:110203","(a cave obligate beetle)","Insects","Species","Exact Match","Nelsonites walteri"
"West Virginia","West Virginia",NA,NA,NA,"Ellipsoptera cuprascens","https://services.itis.gov/?q=tsn:931852","Coppery Tiger Beetle","Insects","Species","Followed Accepted TSN","Cicindela cuprascens"
"Tennessee","Tennessee",NA,NA,NA,"Ptomaphagus hubrichti","https://services.itis.gov/?q=tsn:933747","(a cave obligate beetle)","Insects","Species","Exact Match","Ptomaphagus hubrichti"
"Kansas,Maine,New Jersey,Rhode Island,South Carolina","Arkansas,Kansas,Nevada,Rhode Island,South Carolina,Virgin Islands",NA,NA,NA,"Calidris minutilla","https://services.itis.gov/?q=tsn:176656","Least Sandpiper","Birds","Species","Exact Match","Calidris minutilla"
"Tennessee","Tennessee",NA,NA,NA,"Maccaffertium sinclairi","https://services.itis.gov/?q=tsn:698245","(a mayfly)","Insects","Species","Followed Accepted TSN","Stenonema sinclairi"
"Illinois,Kansas,Maryland","Illinois,Kansas,Maryland",NA,NA,NA,"Gastrophryne carolinensis","https://services.itis.gov/?q=tsn:173467","Eastern Narrow-mouthed Toad","Amphibians","Species","Exact Match","Gastrophryne carolinensis"
"Tennessee","",NA,NA,NA,"Acrotrichis lucidula",NA,"Feather-winged Beetle","Other","Undetermined","Not Matched","Acrotrichis lucidula"
"Virginia","Virginia",NA,NA,NA,"Desmognathus orestes","https://services.itis.gov/?q=tsn:550245","Blue Ridge Dusky Salamander","Amphibians","Species","Exact Match","Desmognathus orestes"
"Kansas,Michigan,Missouri,North Dakota,Ohio,Texas,West Virginia","Kansas,Michigan,Missouri,New York,North Dakota,Ohio,Pennsylvania,Texas,West Virginia",NA,NA,NA,"Macrhybopsis storeriana","https://services.itis.gov/?q=tsn:163870","silver chub","Fish","Species","Exact Match","Macryhbopsis storeriana, Macrhybopsis storeriana"
"Tennessee","",NA,NA,NA,"Brachyelytrum aristosum","https://services.itis.gov/?q=tsn:509670","Northern Shorthusk","Plants","Species","Followed Accepted TSN","Brachyelytrum septentrionale"
"Illinois","",NA,NA,NA,"Flexamia pectinata",NA,"a leafhopper","Other","Undetermined","Not Matched","Flexamia pectinata"
"California","California,Nevada","Endangered","D02H","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=D02H","Rana muscosa","https://services.itis.gov/?q=tsn:173454","Mountain Yellow-legged Frog","Amphibians","Species","Exact Match","Rana muscosa"
"Vermont","Vermont",NA,NA,NA,"Asplenium trichomanes-ramosum","https://services.itis.gov/?q=tsn:17366","green spleenwort","Plants","Species","Exact Match","Asplenium viride, Asplenium trichomanes-ramosum"
"California","California",NA,NA,NA,"Banksula galilei","https://services.itis.gov/?q=tsn:1013954","Galileâ<U+0080><U+0099>s cave harvestman","Arachnids","Species","Exact Match","Banksula galilei"
"North Carolina,West Virginia","North Carolina,Pennsylvania,West Virginia,Wyoming",NA,NA,NA,"Carpiodes carpio","https://services.itis.gov/?q=tsn:163919","river carpsucker","Fish","Species","Exact Match","Carpiodes carpio"
"Tennessee,Virginia","Virginia","Resolved Taxon","K00C","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K00C","Crangonyx antennatus","https://services.itis.gov/?q=tsn:95084","Appalachian Valley crangonyctid","Crustaceans","Species","Exact Match","Crangonyx antennatus"
"Louisiana","Arkansas,Louisiana",NA,NA,NA,"Lithobates areolatus areolatus","https://services.itis.gov/?q=tsn:776826","Southern Crawfish Frog","Amphibians","Subspecies","Exact Match","Rana areolata areolata, Lithobates areolatus areolatus"
"Hawaii","Hawaii","Endangered","Q1VK","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1VK","Dubautia latifolia","https://services.itis.gov/?q=tsn:38742","koholapehu","Plants","Species","Exact Match","Dubautia latifolia"
"Nebraska","",NA,NA,NA,"Dieteria canescens var. glabra","https://services.itis.gov/?q=tsn:780879","hoary tansyaster","Plants","Variety","Exact Match","Dieteria canescens var. glabra"
"Delaware,District of Columbia,Ohio,Pennsylvania,Vermont,West Virginia,Wisconsin","Delaware,Ohio,Pennsylvania,Vermont,Wisconsin",NA,NA,NA,"Ischnura kellicotti","https://services.itis.gov/?q=tsn:102081","Lilypad Forktail","Insects","Species","Fuzzy Match","Ischnura kellicotti, Ischnura kellicott"
"Texas","",NA,NA,NA,"Ephedra torreyana var. powelliorum","https://services.itis.gov/?q=tsn:531167","Torrey's jointfir","Plants","Variety","Exact Match","Ephedra torreyana var. powelliorum"
"California","California","Species of Concern","I0NG","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0NG","Nebria darlingtoni","https://services.itis.gov/?q=tsn:931798","South Forks ground beetle","Insects","Species","Exact Match","Nebria darlingtoni"
